docid,unique_id,relation_selected,score,verb1,verb2,eiid1,eiid2,relation,model_name,ccr,scr
CNN_20130322_314,e10-e13,BEFORE,1,happened,complete,e10,e13,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e10-e29,BEFORE,5,happened,call,e10,e29,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e10-e9,BEFORE,2,eased,happened,e9,e10,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e100-e18,BEFORE,1,dropped,statement,e18,e100,VAGUE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e100-e18,VAGUE,2,dropped,statement,e18,e100,VAGUE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e11-e12,BEFORE,5,meeting,departed,e11,e12,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e12-e13,BEFORE,5,departed,complete,e12,e13,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e12-e30,BEFORE,2,departed,swing,e12,e30,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e13-e14,BEFORE,1,complete,trip,e13,e14,VAGUE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e13-e14,VAGUE,1,complete,trip,e13,e14,VAGUE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e15-e16,BEFORE,5,said,included,e15,e16,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e15-e17,BEFORE,1,said,offer,e15,e17,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e16-e17,BEFORE,5,included,offer,e16,e17,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e16-e18,BEFORE,3,included,dropped,e16,e18,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e17-e18,BEFORE,4,offer,dropped,e17,e18,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e18-e32,BEFORE,5,dropped,return,e18,e32,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e19-e20,BEFORE,1,resume,exercises,e19,e20,VAGUE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e19-e20,VAGUE,2,resume,exercises,e19,e20,VAGUE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e19-e21,VAGUE,1,resume,suspended,e19,e21,VAGUE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e2-e4,BEFORE,5,scoring,leaving,e2,e4,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e20-e21,BEFORE,1,exercises,suspended,e20,e21,VAGUE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e20-e21,VAGUE,3,exercises,suspended,e20,e21,VAGUE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e20-e22,BEFORE,1,exercises,raid,e20,e22,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e21-e22,BEFORE,3,suspended,raid,e21,e22,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e23-e24,BEFORE,1,prosecuting,said,e23,e24,VAGUE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e23-e24,VAGUE,4,prosecuting,said,e23,e24,VAGUE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e24-e25,BEFORE,5,said,agreed,e24,e25,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e24-e26,BEFORE,1,said,cancellation,e24,e26,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e25-e26,BEFORE,5,agreed,cancellation,e25,e26,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e25-e27,BEFORE,2,agreed,omitted,e25,e27,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e26-e27,BEFORE,4,cancellation,omitted,e26,e27,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e27-e28,BEFORE,5,omitted,action,e27,e28,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e29-e30,BEFORE,1,call,swing,e29,e30,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e3-e4,BEFORE,5,coup,leaving,e3,e4,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e31-e32,VAGUE,1,confusion,return,e31,e32,VAGUE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e4-e5,BEFORE,5,leaving,apologized,e4,e5,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e4-e6,BEFORE,5,leaving,raid,e4,e6,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e4-e7,BEFORE,5,leaving,killed,e4,e7,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e5-e6,BEFORE,1,apologized,raid,e5,e6,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e5-e8,BEFORE,1,apologized,sought,e5,e8,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e6-e7,BEFORE,5,raid,killed,e6,e7,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e8-e9,BEFORE,1,sought,eased,e8,e9,VAGUE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e8-e9,VAGUE,4,sought,eased,e8,e9,VAGUE,gemini-1.5-pro,0.10256410256410256,1.0
WSJ_20130318_731,e1-e2,BEFORE,5,broke,released,e1,e2,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e1-e3,BEFORE,4,broke,enabled,e1,e3,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e10-e11,AFTER,3,selected,said,e10,e11,AFTER,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e10-e11,BEFORE,2,selected,said,e10,e11,AFTER,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e1000-e9,BEFORE,3,expanding,build,e9,e1000,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e1000-e9,EQUAL,2,expanding,build,e9,e1000,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e11-e12,BEFORE,5,said,identified,e11,e12,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e11-e13,BEFORE,3,said,run,e11,e13,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e12-e13,BEFORE,4,identified,run,e12,e13,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e14-e15,BEFORE,5,gives,create,e14,e15,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e14-e17,BEFORE,1,gives,asking,e14,e17,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e14-e18,BEFORE,1,gives,have,e14,e18,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e15-e17,BEFORE,1,create,asking,e15,e17,VAGUE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e15-e17,VAGUE,2,create,asking,e15,e17,VAGUE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e15-e18,BEFORE,1,create,have,e15,e18,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e17-e18,BEFORE,1,asking,have,e17,e18,EQUAL,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e17-e18,EQUAL,4,asking,have,e17,e18,EQUAL,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e19-e20,BEFORE,5,gets,working,e19,e20,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e19-e21,BEFORE,1,gets,open,e19,e21,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e19-e22,BEFORE,1,gets,convince,e19,e22,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e19-e23,BEFORE,1,gets,buy,e19,e23,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e19-e25,BEFORE,1,gets,use,e19,e25,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e2-e3,BEFORE,1,released,enabled,e2,e3,EQUAL,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e2-e3,EQUAL,4,released,enabled,e2,e3,EQUAL,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e20-e21,BEFORE,5,working,open,e20,e21,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e20-e22,BEFORE,1,working,convince,e20,e22,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e20-e23,BEFORE,1,working,buy,e20,e23,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e20-e25,BEFORE,1,working,use,e20,e25,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e21-e22,BEFORE,5,open,convince,e21,e22,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e21-e23,BEFORE,1,open,buy,e21,e23,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e21-e25,BEFORE,1,open,use,e21,e25,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e22-e23,BEFORE,4,convince,buy,e22,e23,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e22-e23,EQUAL,1,convince,buy,e22,e23,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e22-e25,BEFORE,4,convince,use,e22,e25,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e23-e25,BEFORE,3,buy,use,e23,e25,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e23-e25,EQUAL,1,buy,use,e23,e25,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e23-e25,VAGUE,1,buy,use,e23,e25,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e26-e27,BEFORE,5,wants,use,e26,e27,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e26-e28,BEFORE,1,wants,$250,e26,e28,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e27-e28,BEFORE,1,use,$250,e27,e28,VAGUE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e27-e28,VAGUE,2,use,$250,e27,e28,VAGUE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e6-e7,BEFORE,5,help,hoping,e6,e7,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e6-e8,BEFORE,1,help,move,e6,e8,BEFORE,gemini-1.5-pro,0.3125,1.0
WSJ_20130318_731,e7-e8,EQUAL,5,hoping,move,e7,e8,EQUAL,gemini-1.5-pro,0.3125,1.0
WSJ_20130321_1145,e10-e11,BEFORE,5,advancing,preclude,e10,e11,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e10-e6,BEFORE,5,stands,advancing,e6,e10,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e100-e9,BEFORE,5,kill,40,e9,e100,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e101-e9,BEFORE,1,suggest,kill,e101,e9,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e102-e103,BEFORE,3,diagnosis,school,e103,e102,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e102-e16,BEFORE,1,removed,school,e16,e102,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e102-e29,BEFORE,2,school,startled,e102,e29,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e103-e16,BEFORE,1,removed,diagnosis,e16,e103,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e103-e29,BEFORE,1,diagnosis,startled,e103,e29,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e11-e12,BEFORE,5,preclude,development,e11,e12,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e11-e6,BEFORE,5,stands,preclude,e6,e11,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e12-e13,BEFORE,5,development,come,e12,e13,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e12-e6,BEFORE,5,stands,development,e6,e12,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e13-e6,BEFORE,5,stands,come,e6,e13,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e14-e15,BEFORE,5,available,said,e14,e15,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e14-e6,BEFORE,5,stands,available,e6,e14,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e15-e16,BEFORE,5,said,removed,e15,e16,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e15-e6,BEFORE,5,stands,said,e6,e15,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e16-e21,BEFORE,5,removed,forced,e16,e21,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e16-e22,BEFORE,5,removed,step,e16,e22,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e16-e23,BEFORE,5,removed,held,e16,e23,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e16-e24,BEFORE,5,removed,said,e16,e24,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e16-e25,BEFORE,5,removed,adding,e16,e25,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e16-e29,BEFORE,2,removed,startled,e16,e29,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e16-e30,BEFORE,2,removed,won,e16,e30,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e16-e31,BEFORE,2,removed,finishing,e16,e31,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e16-e32,BEFORE,2,removed,set,e16,e32,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e16-e33,BEFORE,2,removed,surgery,e16,e33,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e16-e34,BEFORE,5,removed,clear,e16,e34,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e16-e6,BEFORE,5,stands,removed,e6,e16,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e21-e22,EQUAL,5,forced,step,e21,e22,EQUAL,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e22-e23,BEFORE,5,step,held,e22,e23,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e22-e24,BEFORE,3,step,said,e22,e24,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e22-e25,BEFORE,3,step,adding,e22,e25,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e22-e29,BEFORE,1,step,startled,e22,e29,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e22-e30,BEFORE,1,step,won,e22,e30,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e22-e31,BEFORE,1,step,finishing,e22,e31,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e22-e32,BEFORE,1,step,set,e22,e32,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e22-e33,BEFORE,1,step,surgery,e22,e33,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e22-e34,BEFORE,2,step,clear,e22,e34,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e23-e24,BEFORE,4,held,said,e23,e24,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e23-e25,BEFORE,2,held,adding,e23,e25,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e24-e25,BEFORE,5,said,adding,e24,e25,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e24-e34,BEFORE,1,said,clear,e24,e34,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e29-e30,BEFORE,5,startled,won,e29,e30,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e30-e31,BEFORE,5,won,finishing,e30,e31,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e31-e32,BEFORE,5,finishing,set,e31,e32,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e32-e33,BEFORE,5,set,surgery,e32,e33,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e6-e8,BEFORE,5,stands,Lodged,e6,e8,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e6-e9,BEFORE,5,stands,kill,e6,e9,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130321_1145,e8-e9,BEFORE,5,Lodged,kill,e8,e9,BEFORE,gemini-1.5-pro,0.21428571428571427,1.0
WSJ_20130322_159,e1-e2,BEFORE,4,apologized,raid,e1,e2,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e1-e3,BEFORE,5,apologized,help,e1,e3,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e1-e4,BEFORE,5,apologized,restore,e1,e4,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e10-e11,BEFORE,2,seemed,yield,e10,e11,VAGUE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e10-e11,EQUAL,1,seemed,yield,e10,e11,VAGUE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e10-e11,VAGUE,2,seemed,yield,e10,e11,VAGUE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e10-e3,BEFORE,2,help,seemed,e3,e10,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e10-e5,BEFORE,1,happened,seemed,e5,e10,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e10-e6,BEFORE,1,wrapped,seemed,e6,e10,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e10-e7,BEFORE,1,visit,seemed,e7,e10,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e10-e8,VAGUE,2,outcome,seemed,e8,e10,VAGUE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e10-e9,BEFORE,2,trip,seemed,e9,e10,VAGUE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e10-e9,VAGUE,3,trip,seemed,e9,e10,VAGUE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e11-e3,BEFORE,2,help,yield,e3,e11,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e11-e5,BEFORE,1,happened,yield,e5,e11,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e11-e6,BEFORE,1,wrapped,yield,e6,e11,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e11-e7,BEFORE,1,visit,yield,e7,e11,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e11-e8,VAGUE,2,outcome,yield,e8,e11,VAGUE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e11-e9,BEFORE,2,trip,yield,e9,e11,VAGUE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e11-e9,VAGUE,2,trip,yield,e9,e11,VAGUE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e12-e13,BEFORE,4,confirmed,conversation,e12,e13,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e12-e14,BEFORE,4,confirmed,agreed,e12,e14,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e12-e15,BEFORE,3,confirmed,restore,e12,e15,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e12-e16,BEFORE,3,confirmed,dispatch,e12,e16,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e12-e17,BEFORE,3,confirmed,cancellation,e12,e17,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e12-e18,BEFORE,1,confirmed,accepted,e12,e18,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e12-e19,BEFORE,2,confirmed,said,e12,e19,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e13-e15,EQUAL,2,conversation,restore,e13,e15,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e14-e15,BEFORE,2,agreed,restore,e14,e15,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e14-e15,EQUAL,3,agreed,restore,e14,e15,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e14-e16,BEFORE,4,agreed,dispatch,e14,e16,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e14-e17,BEFORE,4,agreed,cancellation,e14,e17,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e14-e18,BEFORE,1,agreed,accepted,e14,e18,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e14-e19,BEFORE,2,agreed,said,e14,e19,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e15-e16,BEFORE,1,restore,dispatch,e15,e16,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e15-e16,EQUAL,2,restore,dispatch,e15,e16,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e15-e17,BEFORE,1,restore,cancellation,e15,e17,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e15-e17,EQUAL,2,restore,cancellation,e15,e17,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e15-e18,BEFORE,1,restore,accepted,e15,e18,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e15-e19,BEFORE,2,restore,said,e15,e19,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e16-e17,EQUAL,4,dispatch,cancellation,e16,e17,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e16-e17,VAGUE,1,dispatch,cancellation,e16,e17,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e16-e19,BEFORE,1,dispatch,said,e16,e19,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e17-e19,BEFORE,1,cancellation,said,e17,e19,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e18-e19,AFTER,2,accepted,said,e18,e19,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e18-e19,BEFORE,3,accepted,said,e18,e19,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e2-e3,BEFORE,5,raid,help,e2,e3,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e2-e4,BEFORE,5,raid,restore,e2,e4,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e20-e21,BEFORE,5,sought,raid,e20,e21,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e20-e22,BEFORE,3,sought,sought,e20,e22,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e20-e23,BEFORE,3,sought,break,e20,e23,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e20-e24,BEFORE,3,sought,blockade,e20,e24,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e20-e25,BEFORE,1,sought,raid,e20,e25,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e20-e26,BEFORE,1,sought,left,e20,e26,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e21-e22,BEFORE,1,raid,sought,e21,e22,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e21-e23,BEFORE,1,raid,break,e21,e23,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e21-e24,BEFORE,1,raid,blockade,e21,e24,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e21-e25,BEFORE,2,raid,raid,e21,e25,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e21-e26,BEFORE,2,raid,left,e21,e26,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e22-e23,BEFORE,2,sought,break,e22,e23,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e22-e23,EQUAL,3,sought,break,e22,e23,EQUAL,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e22-e24,BEFORE,4,sought,blockade,e22,e24,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e22-e25,BEFORE,1,sought,raid,e22,e25,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e22-e26,BEFORE,1,sought,left,e22,e26,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e23-e25,BEFORE,1,break,raid,e23,e25,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e23-e26,BEFORE,1,break,left,e23,e26,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e24-e25,BEFORE,1,blockade,raid,e24,e25,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e24-e26,BEFORE,1,blockade,left,e24,e26,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e25-e26,BEFORE,4,raid,left,e25,e26,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e25-e26,EQUAL,1,raid,left,e25,e26,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e25-e58,BEFORE,3,raid,dead,e25,e58,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
WSJ_20130322_159,e26-e58,BEFORE,2,left,dead,e26,e58,BEFORE,gemini-1.5-pro,0.13333333333333333,1.0
