docid,verb1,verb2,eiid1,eiid2,relation,unique_id,model_name,n_iter,score,relation_selected,max_score,ccr,scr,n_cycles,min_vote
nyt_20130321_cyprus,comes,studied,e1,e25,BEFORE,e1-e25,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,remove,e1,e26,BEFORE,e1-e26,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,exposure,e1,e27,BEFORE,e1-e27,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,,e1,e28,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,,e1,e29,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,forced,e1,e30,BEFORE,e1-e30,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,,e1,e31,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,exposure,e1,e32,BEFORE,e1-e32,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,explains,e1,e33,BEFORE,e1-e33,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,pressure,e1,e34,BEFORE,e1-e34,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,said,e1,e35,BEFORE,e1-e35,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,saying,e1,e36,BEFORE,e1-e36,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,,e1,e37,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,pushing,e1,e38,BEFORE,e1-e38,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,losses,e1,e39,BEFORE,e1-e39,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,broke,e1,e40,BEFORE,e1-e40,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,notes,e1,e41,BEFORE,e1-e41,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,put,e1,e42,BEFORE,e1-e42,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,collapse,e1,e43,BEFORE,e1-e43,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,supposed,e1,e44,BEFORE,e1-e44,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,insured,e1,e45,BEFORE,e1-e45,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,admitted,e1,e46,BEFORE,e1-e46,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,snapped,e1,e47,BEFORE,e1-e47,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,admitted,e1,e48,BEFORE,e1-e48,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,afford,e1,e49,BEFORE,e1-e49,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,pay,e1,e50,BEFORE,e1-e50,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,said,e1,e51,BEFORE,e1-e51,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,expulsion,e1,e52,BEFORE,e1-e52,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,,e1,e53,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,,e1,e54,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,converted,e1,e55,BEFORE,e1-e55,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,,e1,e56,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,comes,adopting,e1,e57,BEFORE,e1-e57,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,return,e2,e3,BEFORE,e2-e3,gemini-1.5-flash,0.0,1,BEFORE,6.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,havoc,e2,e4,BEFORE,e2-e4,gemini-1.5-flash,0.0,1,BEFORE,6.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,created,e2,e5,BEFORE,e2-e5,gemini-1.5-flash,0.0,1,BEFORE,6.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,bailed,e2,e6,BEFORE,e2-e6,gemini-1.5-flash,0.0,1,BEFORE,6.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,contend,e2,e7,BEFORE,e2-e7,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,fail,e2,e8,BEFORE,e2-e8,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,creates,e2,e9,BEFORE,e2-e9,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,struggling,e2,e10,BEFORE,e10-e2,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,recover,e2,e11,BEFORE,e11-e2,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,bailout,e2,e12,BEFORE,e12-e2,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,mount,e2,e13,BEFORE,e13-e2,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,make,e2,e14,BEFORE,e14-e2,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,forming,e2,e15,BEFORE,e15-e2,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,sent,e2,e16,BEFORE,e16-e2,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,start,e2,e17,BEFORE,e17-e2,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,,e2,e18,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,survive,e2,e19,BEFORE,e19-e2,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,remove,e2,e20,BEFORE,e2-e20,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,said,e2,e21,BEFORE,e2-e21,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,said,e2,e22,BEFORE,e2-e22,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,referring,e2,e23,BEFORE,e2-e23,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,touched,e2,e24,BEFORE,e2-e24,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,studied,e2,e25,BEFORE,e2-e25,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,remove,e2,e26,BEFORE,e2-e26,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,exposure,e2,e27,BEFORE,e2-e27,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,,e2,e28,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,,e2,e29,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,forced,e2,e30,BEFORE,e2-e30,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,,e2,e31,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,exposure,e2,e32,BEFORE,e2-e32,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,explains,e2,e33,BEFORE,e2-e33,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,pressure,e2,e34,BEFORE,e2-e34,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,said,e2,e35,BEFORE,e2-e35,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,saying,e2,e36,BEFORE,e2-e36,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,,e2,e37,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,pushing,e2,e38,BEFORE,e2-e38,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,losses,e2,e39,BEFORE,e2-e39,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,broke,e2,e40,BEFORE,e2-e40,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,notes,e2,e41,BEFORE,e2-e41,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,put,e2,e42,BEFORE,e2-e42,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,collapse,e2,e43,BEFORE,e2-e43,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,supposed,e2,e44,BEFORE,e2-e44,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,insured,e2,e45,BEFORE,e2-e45,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,admitted,e2,e46,BEFORE,e2-e46,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,snapped,e2,e47,BEFORE,e2-e47,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,admitted,e2,e48,BEFORE,e2-e48,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,afford,e2,e49,BEFORE,e2-e49,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,pay,e2,e50,BEFORE,e2-e50,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,said,e2,e51,BEFORE,e2-e51,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,expulsion,e2,e52,BEFORE,e2-e52,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,,e2,e53,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,,e2,e54,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,converted,e2,e55,BEFORE,e2-e55,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,,e2,e56,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,resulting,adopting,e2,e57,BEFORE,e2-e57,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,havoc,e3,e4,BEFORE,e3-e4,gemini-1.5-flash,0.0,1,BEFORE,6.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,created,e3,e5,BEFORE,e3-e5,gemini-1.5-flash,0.0,1,BEFORE,6.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,bailed,e3,e6,BEFORE,e3-e6,gemini-1.5-flash,0.0,1,BEFORE,6.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,contend,e3,e7,BEFORE,e3-e7,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,fail,e3,e8,BEFORE,e3-e8,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,creates,e3,e9,BEFORE,e3-e9,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,struggling,e3,e10,BEFORE,e10-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,recover,e3,e11,BEFORE,e11-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,bailout,e3,e12,BEFORE,e12-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,mount,e3,e13,BEFORE,e13-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,make,e3,e14,BEFORE,e14-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,forming,e3,e15,BEFORE,e15-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,sent,e3,e16,BEFORE,e16-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,start,e3,e17,BEFORE,e17-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,,e3,e18,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,survive,e3,e19,BEFORE,e19-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,remove,e3,e20,BEFORE,e20-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,said,e3,e21,BEFORE,e21-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,said,e3,e22,BEFORE,e22-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,referring,e3,e23,BEFORE,e23-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,touched,e3,e24,BEFORE,e24-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,studied,e3,e25,BEFORE,e25-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,remove,e3,e26,BEFORE,e26-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,exposure,e3,e27,BEFORE,e27-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,,e3,e28,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,,e3,e29,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,forced,e3,e30,BEFORE,e3-e30,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,,e3,e31,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,exposure,e3,e32,BEFORE,e3-e32,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,explains,e3,e33,BEFORE,e3-e33,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,pressure,e3,e34,BEFORE,e3-e34,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,said,e3,e35,BEFORE,e3-e35,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,saying,e3,e36,BEFORE,e3-e36,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,,e3,e37,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,pushing,e3,e38,BEFORE,e3-e38,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,losses,e3,e39,BEFORE,e3-e39,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,broke,e3,e40,BEFORE,e3-e40,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,notes,e3,e41,BEFORE,e3-e41,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,put,e3,e42,BEFORE,e3-e42,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,collapse,e3,e43,BEFORE,e3-e43,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,supposed,e3,e44,BEFORE,e3-e44,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,insured,e3,e45,BEFORE,e3-e45,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,admitted,e3,e46,BEFORE,e3-e46,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,snapped,e3,e47,BEFORE,e3-e47,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,admitted,e3,e48,BEFORE,e3-e48,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,afford,e3,e49,BEFORE,e3-e49,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,pay,e3,e50,BEFORE,e3-e50,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,said,e3,e51,BEFORE,e3-e51,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,expulsion,e3,e52,BEFORE,e3-e52,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,,e3,e53,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,,e3,e54,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,converted,e3,e55,BEFORE,e3-e55,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,,e3,e56,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,return,adopting,e3,e57,BEFORE,e3-e57,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,created,e4,e5,BEFORE,e4-e5,gemini-1.5-flash,0.0,1,BEFORE,6.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,bailed,e4,e6,BEFORE,e4-e6,gemini-1.5-flash,0.0,1,BEFORE,6.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,contend,e4,e7,BEFORE,e4-e7,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,fail,e4,e8,BEFORE,e4-e8,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,creates,e4,e9,BEFORE,e4-e9,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,struggling,e4,e10,BEFORE,e10-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,recover,e4,e11,BEFORE,e11-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,bailout,e4,e12,BEFORE,e12-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,mount,e4,e13,BEFORE,e13-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,make,e4,e14,BEFORE,e14-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,forming,e4,e15,BEFORE,e15-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,sent,e4,e16,BEFORE,e16-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,start,e4,e17,BEFORE,e17-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,,e4,e18,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,survive,e4,e19,BEFORE,e19-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,remove,e4,e20,BEFORE,e20-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,said,e4,e21,BEFORE,e21-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,said,e4,e22,BEFORE,e22-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,referring,e4,e23,BEFORE,e23-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,touched,e4,e24,BEFORE,e24-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,studied,e4,e25,BEFORE,e25-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,remove,e4,e26,BEFORE,e26-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,exposure,e4,e27,BEFORE,e27-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,,e4,e28,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,,e4,e29,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,forced,e4,e30,BEFORE,e30-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,,e4,e31,BEFORE,UNDEFINED,gemini-1.5-flash,0.0,1,BEFORE,205.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,exposure,e4,e32,BEFORE,e32-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,explains,e4,e33,BEFORE,e33-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,pressure,e4,e34,BEFORE,e34-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
nyt_20130321_cyprus,havoc,said,e4,e35,BEFORE,e35-e4,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.05555555555555555,1.0,,3
